reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e70fd60e-486f-4ccd-a9be-4ee0bc995564,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk buruk eror trus gk bisa di buka,1,0,,2026-04-28 08:55:46,"Hi Acep Bangor, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-02-02 01:20:19,
ff31d528-efde-4e6f-bc0c-8054ba2f75e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ko keterangan mencurigakan apknya,1,0,,2026-04-27 11:51:13,"Hi Agus F, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-28 01:03:59,
c7603c5d-f916-4221-bd5a-f131b93920df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bank terburuk,1,0,4.55.3,2026-04-27 02:21:08,"Hi Nurdin, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-27 02:23:40,4.55.3
6d5a2e8f-e0a7-434c-bd81-fbb4c97766d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gagal transaksi langsung motong saldo, penangananya lama banget.. siapa yang salah siapa yang rugi.. ocbc payah banget",1,1,4.55.3,2026-04-26 14:27:23,"Hi Alfi Taufiqurahman, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-27 01:15:59,4.55.3
5975a776-ef34-40da-b599-51ab29af8c05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi lemot kaya keong... transfer antar bank klo hari minggu g bs... ini bank apa pns... minggu libur pelayanan... kacau....amatiran bgt...,1,1,4.55.3,2026-04-26 10:40:59,"Hi Kris Manto, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-26 06:04:02,4.55.3
16ffc403-e4ce-48a7-b921-83066e58cefd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ni kenapa saya tidak bisa login ke aplikasi nya??selalu seperti ini,1,0,4.55.3,2026-04-25 17:19:52,"Hi Yudi Kurniawan, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-04-26 01:12:07,4.55.3
f291dbaa-cc4b-4448-9817-a7bc89d3323a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cukup sulit buak rekening nya beda degn bank2 lain the best,1,0,,2026-04-25 14:43:25,"Hi Dedi Mulyadi, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-04-26 01:11:31,
6cc1d02c-abac-4f66-b176-f16a67235987,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apliksi taik 3 bulan kartu debit blm d kirim2 ke rumah,1,0,,2026-04-24 17:40:50,"Hi Ion Irlandana, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-25 05:03:26,
a3ef72c0-02ab-4a6f-bdd2-7e03d20778ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau login disuruh update app nya dulu, giliran udah beres update mau login tiba-tiba muncul tulisan gagal memuat harap tunggu beberapa saat lagi. udah nungguin nya lama tetap aja kaya gitu terus, kalian mau bales komen ini soal internet? heyy mau dipke internet 4g 5g wifi tetap aja kaya gitu minimal balesnya sesuai komplain nya bukan cuma bles terimakasih terimakasih doang",1,1,4.55.2,2026-04-24 12:54:23,"Hi Galuh Setiawan17, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-04-24 13:08:45,4.55.2
23358991-ff9c-4842-a380-404aba5f51fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sumpah nyesel pake apk ini, slow respon banget lg butuh dana urgent di sruh kirim ktp udh di krim ktp mnta kk abis itu g ada kejelasan lagi sampe sekarang katanya suruh nunggu 1x24 jam trs 2x24 jm sekalian aja ntr nunggu tahun baru 2030 kesel bangettt",1,0,4.55.1,2026-04-21 04:58:46,"Hi NholLaa Puspitha, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-21 05:09:16,4.55.1
1f1c81f8-8edc-4b5a-8081-4bd9fad2c34b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan nya lama,1,0,4.55.1,2026-04-20 05:19:11,"Hi Mhmd Faris, mohon maaf atas ketidaknyamanannya, review yang Anda berikan akan menjadi masukan bagi kami agar lebih baik di masa mendatang. Terima kasih",2026-04-20 05:44:11,4.55.1
f997d26c-d7bd-4de4-8e0a-1983d4c2be73,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sama aja sering restart sendiri,1,0,4.55.1,2026-04-19 06:33:47,"Hi Zhang Yihe, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-02-26 04:50:01,4.55.1
1fcc81cd-c612-42b8-8456-759758d159ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi mobile aneh, tiap kali mau login terjadi kendala pada sistem. sistemnya diperbaiki dong. baru kali ini pakai aplikasi mobile seperti ini mengecewakan",1,1,4.55.0,2026-04-18 01:54:50,"Hi Kawit puji Rahayu0010, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-18 05:01:56,4.55.0
e0b8a1f8-0c0e-41c9-87c1-3206e37b7034,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"loadingnya parah, dari awal klik cuma muncul layar putih dengan tulisan OCBC. 10 menit gk masuk2 ke layar login. benar2 aplikasi yang terlalu berguna. sepanjang saya menggunakan layanan aplikasi m-banking dari beberapa bank, aplikasi OCBC NISP adalah yang terburuk sepanjang masa. padahal saya memakai jaringan seluler yang stabil & bagus.",1,4,4.55.0,2026-04-17 18:17:13,"Hi Javra Thea, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-04-18 05:00:39,4.55.0
815fcdd6-0ecf-4658-acff-0d4b4629fff4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngelag......sering lola,1,0,4.54.0,2026-04-17 17:45:45,"Hi Clay Silitonga, mohon maaf atas ketidaknyamanannya. Mohon pastikan sinyal operator/internet Anda kuat & stabil. Setelah itu, tutup aplikasi, clear chache, restart jaringan & login kembali. Apabila masih terkendala, silakan menghubungi kami melalui Tanya OCBC di 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form. Terima kasih",2026-04-18 05:00:07,4.54.0
3b33254f-2939-4cf5-8603-5a1cba9ae085,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"di web nya tertulis bisa 24jam bisa pembayaran untuk CC di aplikasi m-banking ocbcnya, tapi dari jam 00 sampai jam 01.xx lebih pun masih belum bisa dipakai buat bayar tagihan cc nya EDIT, ternyata semua layanan topup/pembayaran gak bisa di gunakan jam 00-2.xx pun masih belum bisa dipakai...",1,2,4.55.0,2026-04-15 19:03:09,"Hi Fachmi H, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-16 01:12:28,4.55.0
90b90d09-e6e9-4754-8bc5-283e32848300,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,transfer GK unlimited lagi,1,0,4.54.1,2026-04-15 12:34:44,"Hi Haura Risqi Azimah, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-15 13:26:31,4.54.1
ccc6027d-23fe-4bc7-a302-4c806e6bfe69,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah masukin password yg sesuai sampe 5x dibilang salah pasword, pas coba lagi pake password yg sama seperti 5x sebelum nya bener, tapi akun terblokir, gajelas kalo tau ownernya, ketemu kita dijalan, duel ayo. bintang 1 juga percuma, harusnya gaperlu dikasih bintang",1,0,,2026-04-11 09:39:27,"Hi Raditya Mondy, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-11 09:58:37,
ce56f7d5-3e8c-4fe1-8605-36db460aea3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ocbc buat saya berpaling perkara transfer BI-fast di batasin,1,0,4.54.1,2026-04-11 01:41:30,"Hi Muhammad Yusuf, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-11 02:14:19,4.54.1
05f24d5d-a634-47bb-a1cc-cb04377cd435,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,transfer pakai bifast sekarang di batasi sudah gak unlimited lagi,1,0,,2026-04-11 01:39:13,"Hi Tar Mudi, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-11 02:14:08,
8ddb02ae-1d13-45b3-9d52-7a809e378013,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BI FAST udah gak UNLIMITED LAGI,1,0,4.54.1,2026-04-11 01:38:02,"Hi Jhones Palendo, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-11 02:13:57,4.54.1
ed84669d-d40d-4d57-abdc-a6354b1d484b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,OCBC sekarang berubah dulu batas transfer pake BI-fast unlimited sekarang di batasi,1,0,4.54.1,2026-04-11 01:36:43,"Hi Jhones Palendo, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-11 02:13:44,4.54.1
3d64d986-1449-4707-9b14-cdcd538ba871,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah sering pakai Bifast banyak bank ,dimana"" transfer gagal itu saldo TIDAK TERPOTONG. Knapa Di OCBC transfer gagal tapi saldo sudah langsg kepotong?Tujuan pakai Mbanking u mempermudah,bukan mempersulit. Tolong org kecil,modal kecil jadi kalau sampai dana Gantung berhari"" kita gak bs usaha.",1,0,,2026-04-09 03:03:42,"Hi Aman Ting, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-09 03:28:06,
de2fcacb-418a-4dfb-ab93-de3ed6116c40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong perbaiki ini gagal koneksi saat pembuatan password, padahal internet lancar. gimana sih.",1,2,4.54.0,2026-04-06 02:29:10,"Hi Ivan, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-06 02:44:30,4.54.0
45510f15-8610-42d4-84d1-02b17154bf78,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa buat bayar onlin OCBC payah....kalah sama bank lain yg SDH bisa buat byr online,1,0,4.54.0,2026-04-05 13:52:54,"Hi Ekoandri , mohon maaf atas ketidaknyamanannya, review yang Anda berikan akan menjadi masukan bagi kami agar lebih baik di masa mendatang. Terima kasih",2026-04-06 01:18:02,4.54.0
722a1ac2-421f-40a2-9a72-7c63547b6798,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mobile banking jelek, udah ogin nya susah lemot bgt, sekalinya login tbtb ngebug langsung ke logout ,ga paham bgt apa orang mau transaksi.ishh",1,0,4.54.0,2026-04-05 04:53:23,"Hi Lulu Almira, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-05 05:06:25,4.54.0
315eb1b7-6f49-43bf-bd66-c10cb47c7299,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa BiFast tidak unlimited lagi🤦cuma 150x,1,0,4.54.0,2026-04-03 11:49:07,"Hi Robb, mohon maaf atas ketidaknyamanannya. Untuk pengecekan lebih lanjut silakan menghubungi kami melalui Tanya OCBC di nomor 1500999 atau melalui https://www.ocbc.id/id/hubungi-kami/feedback-form dengan senang hati kami akan membantu. Terima kasih",2026-04-03 12:03:37,4.54.0
bd0b34d2-a040-4ee9-91a2-26c5dfeb46de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,diperbaiki lagi min pemeliharaannya,1,0,4.54.0,2026-04-01 23:56:22,"Hi Nurdiansyah, mohon maaf atas ketidaknyamanannya, review yang Anda berikan akan menjadi masukan bagi kami agar lebih baik di masa mendatang. Terima kasih",2026-04-02 01:07:48,4.54.0
dde4fc0b-5fe7-4b17-a95d-86f895198db3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,rent,1,0,4.54.0,2026-03-31 17:56:54,"Hi Flip Flop, sorry for the inconvenience. If you are still having problems, please contact us via Tanya OCBC on 1500999 or via https://www.ocbc.id/id/komunikasi-kami/feedback-form. Thank You",2026-04-01 01:04:33,4.54.0
